company,company_clean,founded_year,country,city,industry,total_funding_usd,funding_rounds,valuation_usd,joined_date
Zume,zume,2015.0,United States,Mountain View,Consumer & retail,0.0,0,2250000000.0,2018-11-01
Zuoyebang,zuoyebang,2014.0,China,Beijing,Edtech,0.0,0,3000000000.0,2018-07-18
Zwift,zwift,2014.0,United States,Long Beach,E-commerce & direct-to-consumer,0.0,0,1000000000.0,2020-09-16
apna,apna,2019.0,India,Bengaluru,Internet,0.0,0,1100000000.0,2021-09-15
bolttech,bolttech,2018.0,Singapore,Fintech,Other,0.0,0,1000000000.0,2021-07-01
candy.com,candycom,2021.0,United States,New York,Fintech,0.0,0,1500000000.0,2021-10-21
dMed Biopharmaceutical,dmedbiopharmaceutical,2016.0,China,Shanghai,Health,0.0,0,1000000000.0,2021-07-12
dbt Labs,dbtlabs,2016.0,United States,Philadelphia,Data,0.0,0,4200000000.0,2021-06-30
eDaili,edaili,2015.0,China,Shanghai,E-commerce & direct-to-consumer,0.0,0,2000000000.0,2019-02-01
eSentire,esentire,2001.0,Canada,Waterloo,Cybersecurity,7000000.0,1,1100000000.0,2022-02-22
ezCater,ezcater,2007.0,United States,Boston,"Supply chain, logistics, & delivery",2790000.0,2,1600000000.0,2019-04-02
goPuff,gopuff,2013.0,United States,Philadelphia,E-commerce & direct-to-consumer,0.0,0,15000000000.0,2020-10-08
iCapital Network,icapitalnetwork,2013.0,United States,New York,Fintech,4000000.0,1,6000000000.0,2021-07-27
iCarbonX,icarbonx,2015.0,China,Shenzhen,Artificial intelligence,0.0,0,1000000000.0,2016-04-12
iFood,ifood,2011.0,Brazil,Osasco,"Supply chain, logistics, & delivery",4160000.0,2,1000000000.0,2018-11-13
iTrustCapital,itrustcapital,2018.0,United States,Long Beach,Fintech,0.0,0,1300000000.0,2022-01-11
iTutorGroup,itutorgroup,1998.0,China,Shanghai,Edtech,0.0,0,1000000000.0,2015-11-18
impact.com,impactcom,2008.0,United States,Santa Barbara,Internet,0.0,0,2000000000.0,2021-07-13
o9 Solutions,o9solutions,2009.0,United States,Dallas,Artificial intelligence,6000000.0,2,2700000000.0,2020-04-28
reddit,reddit,2005.0,United States,San Francisco,Internet,100000.0,1,10000000000.0,2017-07-31
solarisBank,solarisbank,2016.0,Germany,Berlin,Fintech,0.0,0,1650000000.0,2021-07-13
wefox,wefox,2014.0,Germany,Berlin,Fintech,0.0,0,1650000000.0,2019-03-05
